NODE,LABEL,VALUE
54993,3,0.02185707
54883,3,0.02185707
54885,3,0.02185707
54882,3,0.02175264
54890,3,0.02175264
54707,3,0.02175045
54712,3,0.02164819
54709,3,0.02153938
55139,3,0.02154155
55136,3,0.02154155
55237,3,0.02143706
55235,3,0.02143706
55465,3,0.02133041
55453,3,0.02122589
55455,3,0.02111923
54891,3,0.02111711
54893,3,0.02101257
54736,3,0.02090801
55022,3,0.0209059
54894,3,0.02080133
54899,3,0.02069466
54896,3,0.02058799
55043,3,0.02059006
54749,3,0.02048131
54905,3,0.02037669
54903,3,0.02027
55048,3,0.02027204
54832,3,0.02016332
54833,3,0.02005865
54741,3,0.02005664
54835,3,0.01995196
54764,3,0.01984526
54917,3,0.01984526
54755,3,0.01984526
54760,3,0.01985524
